date,hour,time_period,location,latitude,longitude,weather_condition,temperature_c,humidity_pct,wind_speed_kmh,visibility_km,rainfall_mm,congestion_pct,speed_kmh,is_weekend,road_type,is_junction,is_school_zone,flood_risk,risk_score,accident
2022-02-14,12,Afternoon,ECR,12.89781,80.24887,Clear,22.7,59.7,15.0,9.4,0.0,12,59.1,0,Coastal,0,0,0,21.3,0
2023-04-14,8,Morning Peak,Koyambedu,13.06804,80.19965,Clear,33.2,62.6,11.3,8.3,0.0,89,5.7,0,Industrial,1,0,0,67.8,0
2024-01-17,1,Early Morning,Ambattur,13.10928,80.14889,Thunderstorm,29.8,81.5,21.6,1.1,26.4,47,38.9,0,Urban,0,1,1,75.8,0
2023-08-24,4,Early Morning,Porur,13.0339,80.15085,Thunderstorm,26.5,62.3,31.2,1.3,27.4,41,50.2,0,Industrial,0,0,1,77.4,0
2022-12-27,9,Morning Peak,Poonamallee,13.04985,80.14905,Clear,29.0,50.0,2.3,9.8,0.0,35,54.7,0,Arterial,1,0,0,44.1,0
2022-07-27,8,Morning Peak,Porur,13.03599,80.15563,Clear,28.7,56.1,5.2,10.8,0.0,85,5.0,0,Industrial,1,0,0,59.1,0
2022-01-18,10,Morning Peak,Porur,13.03888,80.16239,Light Rain,24.3,77.5,18.1,3.1,8.3,93,5.0,0,Coastal,0,0,1,93.2,1
2022-09-28,7,Night,Porur,13.03927,80.14706,Drizzle,24.8,84.9,14.8,5.5,1.6,39,47.1,0,Arterial,1,0,0,57.0,0
2022-05-18,12,Afternoon,OMR IT Corridor,12.94039,80.21996,Heavy Rain,32.8,83.7,16.9,1.2,34.0,78,19.6,0,Industrial,1,1,1,99.0,1
2024-11-30,11,Afternoon,Ambattur,13.11484,80.15027,Drizzle,28.0,74.3,11.1,6.9,1.5,62,33.7,1,Coastal,0,0,0,41.8,0
2022-05-31,19,Evening Peak,Koyambedu,13.07131,80.19979,Clear,28.3,72.1,8.9,7.0,0.0,100,5.0,0,Urban,0,0,0,67.3,1
2022-02-02,6,Night,Velachery,13.01294,80.21485,Clear,24.2,67.8,4.5,12.8,0.0,42,39.5,0,Urban,0,0,0,36.5,0
2023-04-11,14,Afternoon,Adyar,13.00541,80.26344,Clear,33.2,59.0,17.9,10.2,0.0,56,29.1,0,Coastal,0,1,0,48.8,0
2023-05-18,4,Early Morning,Pallavaram,12.97526,80.15431,Clear,30.0,72.3,18.0,6.9,0.0,14,67.3,0,Coastal,0,0,0,26.5,0
2024-11-15,17,Evening Peak,Manali,13.16308,80.26576,Heavy Rain,30.0,62.4,14.9,2.0,35.4,100,5.0,0,Urban,1,0,1,99.0,1
2023-07-07,1,Early Morning,Anna Salai,13.06196,80.25613,Fog,25.7,71.7,13.0,0.7,0.0,48,45.6,0,Urban,1,0,0,69.3,1
2024-11-24,18,Evening Peak,Kathipara,13.01092,80.2088,Clear,30.4,58.0,11.3,12.8,0.0,100,5.0,1,Flyover,1,0,0,76.7,0
2022-05-18,4,Early Morning,Pallavaram,12.97039,80.1522,Clear,30.9,64.1,4.6,9.0,0.0,33,59.9,0,Arterial,0,0,0,24.6,0
2024-03-18,7,Night,Anna Salai,13.0678,80.25175,Light Rain,23.3,74.6,5.5,2.0,2.2,76,16.6,0,Arterial,0,0,0,57.6,0
2023-03-08,0,Early Morning,Kathipara,13.0109,80.19713,Drizzle,28.5,92.0,5.0,4.1,1.5,26,58.3,0,Flyover,0,0,0,45.3,0
2024-07-30,10,Morning Peak,ECR,12.90045,80.2448,Clear,25.9,59.1,19.2,9.3,0.0,18,67.6,0,Industrial,1,1,0,43.6,0
2023-11-09,20,Evening Peak,T Nagar,13.04172,80.23988,Light Rain,27.2,69.8,12.7,2.6,7.1,100,5.0,0,Arterial,0,0,0,78.9,0
2023-11-04,16,Night,Adyar,12.99969,80.25656,Fog,24.4,74.2,19.1,0.8,0.0,69,28.2,1,Urban,1,0,0,72.2,0
2023-04-03,7,Night,Pallavaram,12.96599,80.15663,Clear,32.8,61.3,8.5,10.2,0.0,34,60.2,0,Flyover,0,0,0,31.3,0
2023-09-05,2,Early Morning,GST Road,12.97514,80.20728,Heavy Rain,29.1,62.3,14.4,1.2,37.9,46,44.3,0,Highway,0,0,1,93.0,1
2024-08-27,0,Early Morning,Koyambedu,13.06873,80.1882,Clear,28.6,59.8,19.2,7.1,0.0,45,41.7,0,Industrial,0,0,0,39.5,0
2023-04-27,9,Morning Peak,GST Road,12.97738,80.19686,Clear,38.1,49.8,7.9,7.5,0.0,96,5.0,0,Coastal,1,0,0,70.5,1
2022-01-18,4,Early Morning,Poonamallee,13.04436,80.15453,Clear,32.9,65.9,4.7,14.1,0.0,9,65.1,0,Highway,0,0,0,16.7,0
2022-10-01,9,Morning Peak,Porur,13.03632,80.16436,Light Rain,25.9,72.5,12.3,4.7,8.4,98,5.0,1,Highway,0,0,1,92.4,1
2022-06-18,1,Early Morning,ECR,12.90122,80.24681,Heavy Rain,32.5,77.2,13.0,1.9,33.7,23,58.5,1,Urban,1,0,1,63.5,0
2023-08-06,4,Early Morning,Kathipara,13.01614,80.20798,Thunderstorm,24.6,87.2,20.4,1.3,26.3,61,22.4,1,Coastal,1,0,1,99.0,1
2023-11-25,21,Night,OMR IT Corridor,12.92145,80.22139,Clear,25.7,53.8,14.7,13.3,0.0,50,42.1,1,Coastal,0,1,0,34.3,0
2023-09-26,21,Night,Koyambedu,13.06089,80.19075,Light Rain,30.8,61.3,3.1,3.8,7.3,60,28.1,0,Highway,0,1,0,55.6,0
2022-09-16,4,Early Morning,Tambaram,12.92631,80.13231,Heavy Rain,23.8,75.2,8.7,1.7,30.6,31,66.2,0,Flyover,1,0,1,91.3,1
2023-03-06,15,Night,T Nagar,13.04179,80.23955,Light Rain,25.7,62.3,2.6,2.6,2.7,84,5.6,0,Urban,0,0,0,61.0,0
2024-08-07,21,Night,Velachery,12.99491,80.22186,Clear,22.8,67.4,14.7,13.8,0.0,41,47.0,0,Flyover,0,1,0,26.4,0
2023-01-12,0,Early Morning,Porur,13.02555,80.15907,Clear,29.7,57.5,10.8,14.6,0.0,35,49.0,0,Urban,0,1,0,26.4,0
2023-05-07,16,Night,ECR,12.89446,80.25499,Clear,32.6,46.2,2.2,8.5,0.0,9,69.0,1,Urban,1,0,0,25.1,0
2024-02-03,10,Morning Peak,Anna Salai,13.06173,80.25841,Fog,29.8,93.9,5.6,0.8,0.0,100,5.0,1,Arterial,0,0,0,79.3,0
2024-10-31,8,Morning Peak,Poonamallee,13.0403,80.16228,Thunderstorm,29.8,86.9,26.9,0.9,43.6,63,26.3,0,Highway,0,0,1,98.0,1
2024-07-23,1,Early Morning,Adyar,13.01569,80.25986,Light Rain,27.1,87.7,10.5,3.6,6.6,20,69.5,0,Coastal,1,1,0,49.4,0
2023-04-18,10,Morning Peak,Porur,13.03709,80.15548,Clear,30.6,46.2,6.1,10.0,0.0,78,19.3,0,Industrial,0,0,0,52.8,0
2024-12-22,7,Night,Anna Salai,13.07278,80.25015,Thunderstorm,32.1,60.1,6.4,1.3,29.6,100,5.0,1,Highway,1,0,1,99.0,1
2024-05-03,0,Early Morning,Poonamallee,13.04997,80.15015,Clear,32.6,68.1,13.9,12.6,0.0,18,52.1,0,Coastal,1,0,0,21.2,0
2023-08-12,3,Early Morning,Porur,13.03118,80.15093,Light Rain,22.7,71.5,11.8,6.0,6.0,27,60.3,1,Arterial,0,0,0,39.1,0
2023-11-05,20,Evening Peak,GST Road,12.9728,80.19657,Clear,31.4,52.7,13.8,6.2,0.0,100,5.0,1,Flyover,0,0,0,76.2,1
2022-12-02,11,Afternoon,Kathipara,13.01338,80.21065,Clear,31.6,74.9,14.4,8.6,0.0,75,16.7,0,Flyover,0,1,0,55.8,0
2022-09-06,0,Early Morning,GST Road,12.97002,80.20124,Heavy Rain,27.8,86.8,15.1,1.7,32.8,53,37.3,0,Industrial,1,0,1,97.2,1
2023-07-24,2,Early Morning,Koyambedu,13.07012,80.19222,Clear,29.9,56.6,5.4,9.2,0.0,20,55.2,0,Urban,1,1,0,38.5,0
2022-06-26,2,Early Morning,OMR IT Corridor,12.93027,80.21759,Heavy Rain,24.7,92.4,23.9,0.7,34.5,37,52.7,1,Highway,0,0,1,81.9,1
2024-11-15,12,Afternoon,GST Road,12.9662,80.20489,Light Rain,27.3,80.5,14.6,4.5,5.4,90,5.0,0,Flyover,0,0,0,60.7,0
2024-10-09,17,Evening Peak,Ambattur,13.12026,80.15407,Thunderstorm,28.7,66.6,22.1,0.7,34.8,100,5.0,0,Highway,1,1,1,99.0,1
2022-01-16,10,Morning Peak,Porur,13.02998,80.15513,Clear,27.5,47.9,11.4,7.2,0.0,84,20.1,1,Highway,1,0,0,70.9,0
2023-11-29,3,Early Morning,ECR,12.90766,80.25984,Clear,26.5,61.1,9.7,13.1,0.0,18,67.0,0,Highway,1,0,0,11.4,0
2023-09-07,21,Night,OMR IT Corridor,12.9302,80.22634,Clear,26.3,75.0,7.1,13.3,0.0,42,55.1,0,Coastal,1,1,0,48.9,0
2024-01-16,2,Early Morning,Manali,13.16944,80.26273,Fog,36.4,71.5,14.8,0.4,0.0,31,42.7,0,Arterial,1,0,0,46.2,0
2022-07-25,11,Afternoon,Kathipara,13.01549,80.20646,Heavy Rain,29.2,91.1,10.5,0.9,20.0,100,5.0,0,Arterial,1,0,1,99.0,1
2023-09-30,17,Evening Peak,Ambattur,13.12271,80.15038,Fog,29.4,80.2,14.4,0.9,0.0,100,5.0,1,Urban,1,0,0,87.0,1
2024-04-06,1,Early Morning,Adyar,13.00925,80.26116,Clear,28.5,64.7,6.8,9.8,0.0,25,74.7,1,Highway,0,0,0,21.8,0
2022-01-09,3,Early Morning,Pallavaram,12.95895,80.14793,Clear,25.6,52.9,12.6,10.2,0.0,8,66.1,1,Industrial,1,0,0,27.4,0
2023-11-16,5,Night,OMR IT Corridor,12.92329,80.21633,Clear,30.9,71.0,13.4,11.1,0.0,47,39.9,0,Highway,0,0,0,35.6,0
2022-09-17,5,Night,Tambaram,12.92737,80.12367,Clear,18.9,45.2,11.4,13.8,0.0,43,47.4,1,Urban,1,0,0,35.5,0
2023-01-20,15,Night,Poonamallee,13.03388,80.15503,Thunderstorm,27.4,73.6,29.8,0.8,44.5,39,59.1,0,Urban,0,0,1,87.7,0
2023-08-13,8,Morning Peak,GST Road,12.9757,80.19892,Drizzle,27.9,60.1,4.1,7.6,1.4,100,8.3,1,Industrial,0,0,0,58.5,0
2022-09-20,18,Evening Peak,OMR IT Corridor,12.92997,80.23178,Clear,32.1,74.0,6.5,11.2,0.0,95,12.3,0,Flyover,0,1,0,57.3,0
2022-04-06,23,Early Morning,Kathipara,13.00934,80.21067,Clear,33.5,62.2,13.7,7.2,0.0,19,59.0,0,Flyover,0,0,0,33.2,0
2024-04-26,3,Early Morning,Koyambedu,13.07351,80.19916,Clear,39.4,66.7,16.1,7.3,0.0,30,60.1,0,Urban,0,0,0,33.9,0
2024-11-28,21,Night,Adyar,13.01271,80.25714,Thunderstorm,28.8,90.4,30.7,0.5,45.4,73,20.3,0,Flyover,0,0,1,99.0,1
2022-04-11,8,Morning Peak,Anna Salai,13.06159,80.26138,Clear,34.7,68.4,17.0,7.4,0.0,100,5.0,0,Flyover,0,0,0,75.1,1
2023-08-12,4,Early Morning,Adyar,13.00626,80.25483,Light Rain,28.8,80.5,8.3,3.7,1.1,34,49.8,1,Flyover,0,0,0,36.0,0
2023-07-19,15,Night,Velachery,13.0138,80.2286,Light Rain,24.4,64.7,16.1,3.9,4.9,58,32.2,0,Flyover,0,0,0,54.4,0
2024-11-09,20,Evening Peak,Pallavaram,12.96276,80.14537,Heavy Rain,28.0,90.2,20.5,0.9,21.1,100,8.4,1,Urban,1,0,1,99.0,0
2023-05-10,9,Morning Peak,Adyar,13.00607,80.25255,Clear,33.4,65.1,12.0,12.8,0.0,86,9.3,0,Industrial,1,1,0,59.0,0
2023-01-10,20,Evening Peak,Manali,13.16881,80.25013,Clear,30.6,65.7,12.0,6.0,0.0,65,17.5,0,Industrial,0,0,0,47.8,0
2023-01-19,3,Early Morning,Tambaram,12.92379,80.11768,Fog,27.3,68.8,16.5,0.8,0.0,27,58.4,0,Industrial,0,0,0,37.6,0
2024-01-01,3,Early Morning,Velachery,13.01676,80.23007,Clear,28.0,55.1,10.5,7.8,0.0,15,70.8,0,Arterial,1,0,0,41.6,0
2024-06-01,17,Evening Peak,Anna Salai,13.06071,80.24902,Clear,28.9,71.9,6.2,6.9,0.0,100,5.0,1,Highway,0,0,0,71.5,0
2022-05-29,3,Early Morning,T Nagar,13.04401,80.23035,Clear,31.6,51.4,8.7,10.9,0.0,21,63.7,1,Highway,0,1,0,32.5,0
2024-04-17,3,Early Morning,Adyar,13.00082,80.26174,Clear,29.9,71.8,3.7,14.0,0.0,9,69.9,0,Arterial,1,0,0,28.6,0
2023-05-28,19,Evening Peak,Poonamallee,13.04262,80.15047,Clear,32.2,53.3,5.0,14.4,0.0,56,30.9,1,Flyover,1,1,0,60.8,0
2024-09-29,6,Night,Ambattur,13.11649,80.15526,Thunderstorm,31.4,80.4,32.7,0.7,23.5,73,34.2,1,Urban,0,0,1,88.2,0
2022-12-03,0,Early Morning,Tambaram,12.9173,80.12373,Light Rain,27.7,65.5,15.3,4.5,1.2,31,46.6,1,Flyover,0,0,0,37.6,0
2023-02-09,4,Early Morning,Adyar,13.01517,80.25786,Clear,29.8,51.8,4.4,12.0,0.0,20,60.9,0,Highway,1,0,0,39.5,0
2024-01-21,20,Evening Peak,Ambattur,13.11017,80.16403,Clear,27.3,46.9,18.2,8.7,0.0,97,5.0,1,Coastal,0,0,0,61.8,0
2022-03-13,17,Evening Peak,OMR IT Corridor,12.93305,80.22657,Clear,26.4,48.3,15.8,14.0,0.0,86,8.6,1,Arterial,0,0,0,48.2,0
2024-06-09,7,Night,Tambaram,12.92495,80.13083,Clear,24.2,65.3,19.1,8.4,0.0,34,50.5,1,Industrial,1,1,0,42.7,0
2023-11-07,14,Afternoon,OMR IT Corridor,12.92341,80.22386,Clear,27.5,64.8,5.9,11.3,0.0,49,39.3,0,Coastal,0,0,0,31.7,0
2024-06-30,8,Morning Peak,Koyambedu,13.07033,80.19458,Light Rain,28.1,74.2,8.8,2.9,7.6,100,5.0,1,Industrial,0,0,0,77.2,0
2022-09-17,1,Early Morning,GST Road,12.96753,80.19252,Clear,27.4,70.7,12.1,10.8,0.0,44,41.6,1,Coastal,1,0,0,47.1,0
2022-10-04,1,Early Morning,Poonamallee,13.05085,80.17095,Light Rain,28.1,90.0,11.8,5.5,8.2,3,79.8,0,Highway,0,0,0,18.1,0
2023-11-26,16,Night,Poonamallee,13.04311,80.1497,Heavy Rain,29.0,89.0,6.3,0.9,26.5,22,62.2,1,Coastal,1,0,1,70.2,0
2023-03-28,22,Night,T Nagar,13.04653,80.23438,Fog,25.1,82.2,3.4,0.3,0.0,85,9.7,0,Urban,0,0,0,62.0,0
2023-11-23,0,Early Morning,Anna Salai,13.06514,80.25068,Clear,29.1,68.3,14.4,13.0,0.0,31,50.9,0,Flyover,0,0,0,28.2,0
2022-06-16,2,Early Morning,Tambaram,12.91235,80.1342,Light Rain,28.8,73.0,16.2,5.8,1.9,25,65.8,0,Flyover,1,0,0,52.1,0
2022-11-03,11,Afternoon,Koyambedu,13.06297,80.18936,Light Rain,24.3,82.6,15.5,2.5,9.2,96,12.0,0,Urban,0,0,1,88.9,1
2024-09-03,9,Morning Peak,Manali,13.16789,80.25415,Fog,31.3,70.1,13.2,0.8,0.0,100,5.0,0,Highway,0,0,0,58.3,0
2024-11-04,13,Afternoon,Manali,13.15999,80.25741,Heavy Rain,32.5,69.1,12.4,1.4,10.1,60,31.7,0,Urban,1,0,0,61.9,0
2024-11-22,8,Morning Peak,Poonamallee,13.04189,80.15757,Heavy Rain,23.4,77.9,34.7,1.1,13.7,64,28.8,0,Urban,1,0,1,99.0,0
2024-02-08,23,Early Morning,Anna Salai,13.0661,80.26373,Clear,30.8,59.1,9.3,6.4,0.0,30,53.9,0,Arterial,0,1,0,33.8,0
2024-07-31,19,Evening Peak,Koyambedu,13.06726,80.19962,Clear,25.0,73.2,18.6,6.2,0.0,100,5.0,0,Arterial,0,0,0,61.1,0
2022-04-07,3,Early Morning,Porur,13.04122,80.14801,Clear,29.0,48.7,12.0,13.5,0.0,31,53.4,0,Industrial,1,0,0,40.1,0
2023-06-14,20,Evening Peak,OMR IT Corridor,12.92124,80.22696,Fog,29.7,66.8,14.9,0.6,0.0,100,5.0,0,Arterial,1,0,0,81.4,1
2022-11-14,21,Night,Kathipara,13.00073,80.21097,Heavy Rain,26.5,85.4,20.7,1.1,30.3,100,13.3,0,Flyover,1,0,1,99.0,1
2022-11-21,0,Early Morning,GST Road,12.97718,80.20106,Clear,31.3,70.4,9.8,12.8,0.0,33,51.9,0,Highway,0,0,0,31.4,0
2022-06-18,14,Afternoon,Porur,13.03849,80.15431,Heavy Rain,31.5,82.1,9.7,1.1,38.4,85,11.7,1,Urban,1,1,1,99.0,1
2024-04-05,7,Night,Tambaram,12.91757,80.12724,Clear,31.0,73.8,18.4,9.1,0.0,60,37.8,0,Highway,1,0,0,61.8,0
2023-09-23,13,Afternoon,Ambattur,13.11442,80.1564,Light Rain,25.7,88.5,11.1,3.2,6.2,67,34.2,1,Highway,1,0,0,57.3,0
2024-01-25,7,Night,Poonamallee,13.03922,80.15985,Clear,29.2,66.8,4.4,10.7,0.0,17,63.0,0,Industrial,1,0,0,25.0,0
2023-11-28,1,Early Morning,Adyar,13.00392,80.25009,Clear,25.9,70.6,6.3,6.5,0.0,39,48.7,0,Arterial,0,0,0,34.1,0
2023-12-29,6,Night,Porur,13.03874,80.16201,Clear,29.1,66.9,16.5,11.3,0.0,49,46.2,0,Highway,0,0,0,33.0,0
2024-07-20,16,Night,Manali,13.16511,80.26115,Clear,27.0,61.3,12.9,13.1,0.0,29,56.8,1,Arterial,0,0,0,27.4,0
2023-02-10,15,Night,GST Road,12.97553,80.19101,Fog,28.8,74.2,2.6,0.7,0.0,84,11.6,0,Highway,1,1,0,77.7,0
2024-10-31,15,Night,Ambattur,13.11818,80.16284,Clear,28.0,47.9,19.3,14.9,0.0,49,47.5,0,Coastal,1,0,0,49.6,0
2024-12-10,0,Early Morning,Anna Salai,13.06516,80.25666,Clear,33.4,62.6,8.0,7.9,0.0,40,51.7,0,Coastal,0,0,0,39.5,0
2024-12-08,0,Early Morning,GST Road,12.97362,80.19972,Clear,28.9,64.1,11.0,9.0,0.0,23,68.1,1,Flyover,0,1,0,32.7,0
2022-09-03,23,Early Morning,Pallavaram,12.97774,80.14177,Thunderstorm,28.6,87.7,9.0,0.3,44.8,32,54.6,1,Highway,0,0,1,86.3,0
2023-08-11,3,Early Morning,Poonamallee,13.0478,80.15485,Light Rain,30.8,72.0,2.5,2.9,5.8,4,71.0,0,Arterial,1,0,0,37.4,0
2022-12-16,23,Early Morning,OMR IT Corridor,12.92108,80.21844,Clear,26.8,58.5,8.0,11.5,0.0,28,52.7,0,Coastal,0,0,0,34.8,0
2022-03-16,22,Night,Tambaram,12.92902,80.11964,Clear,28.0,60.6,9.3,8.6,0.0,38,38.2,0,Flyover,0,0,0,34.3,0
2022-02-13,10,Morning Peak,GST Road,12.97543,80.19783,Clear,23.1,46.4,14.5,9.6,0.0,100,5.0,1,Highway,1,0,0,82.0,0
2023-01-31,1,Early Morning,Poonamallee,13.04302,80.15336,Clear,30.1,56.9,12.9,9.3,0.0,10,65.6,0,Highway,0,0,0,9.0,0
2022-05-29,10,Morning Peak,Tambaram,12.92774,80.12949,Clear,32.3,55.2,2.9,14.6,0.0,99,5.0,1,Coastal,1,0,0,69.4,0
2024-09-21,20,Evening Peak,Porur,13.02717,80.15585,Fog,25.7,82.5,4.6,0.8,0.0,100,9.8,1,Arterial,1,0,0,89.0,1
2022-03-24,3,Early Morning,GST Road,12.97928,80.20289,Clear,30.4,68.4,8.2,11.0,0.0,24,61.4,0,Arterial,0,0,0,31.5,0
2024-12-18,4,Early Morning,Velachery,13.0021,80.21898,Heavy Rain,19.6,85.3,6.6,0.9,21.2,33,61.6,0,Flyover,0,0,1,58.9,0
2022-02-06,19,Evening Peak,Porur,13.04183,80.15252,Light Rain,26.6,70.0,5.3,3.5,6.1,97,8.3,1,Highway,1,0,0,88.3,1
2022-12-06,12,Afternoon,Ambattur,13.12057,80.1588,Clear,22.8,73.3,9.6,11.2,0.0,65,30.8,0,Industrial,1,0,0,53.0,0
2023-08-31,17,Evening Peak,T Nagar,13.04351,80.24032,Drizzle,24.3,76.0,18.0,6.4,1.5,100,5.0,0,Urban,0,0,0,71.4,0
2023-05-24,4,Early Morning,Koyambedu,13.05888,80.19549,Clear,24.4,68.2,18.0,8.6,0.0,12,70.7,0,Industrial,1,1,0,45.0,0
2023-02-03,5,Night,Pallavaram,12.96512,80.15829,Clear,29.1,53.8,4.5,7.7,0.0,24,66.8,0,Coastal,0,0,0,35.2,0
2022-04-23,13,Afternoon,ECR,12.89372,80.26625,Clear,26.6,59.2,9.2,14.9,0.0,15,63.6,1,Highway,0,0,0,6.7,0
2022-03-04,20,Evening Peak,Manali,13.1655,80.25666,Drizzle,30.2,81.2,7.9,4.9,1.2,80,14.5,0,Flyover,1,0,0,75.8,1
2024-12-01,4,Early Morning,T Nagar,13.03986,80.22443,Clear,27.9,70.1,19.7,12.8,0.0,30,44.2,1,Highway,1,1,0,44.3,0
2022-08-30,4,Early Morning,Pallavaram,12.9626,80.15072,Clear,25.9,70.5,4.7,11.5,0.0,31,50.5,0,Industrial,1,0,0,41.9,0
2022-10-28,13,Afternoon,T Nagar,13.03963,80.24287,Light Rain,31.2,73.2,9.3,5.1,4.4,81,11.0,0,Highway,1,0,0,77.7,0
2024-05-22,3,Early Morning,T Nagar,13.03962,80.22989,Clear,32.6,54.4,8.1,13.9,0.0,27,58.2,0,Highway,0,0,0,35.2,0
2023-07-01,12,Afternoon,Poonamallee,13.03613,80.15342,Heavy Rain,22.6,89.7,13.2,1.4,33.2,45,45.0,1,Highway,1,0,1,95.6,1
2023-04-04,0,Early Morning,Anna Salai,13.06333,80.25558,Clear,26.7,56.7,20.0,10.6,0.0,38,50.1,0,Highway,1,0,0,47.3,0
2024-10-28,6,Night,Kathipara,13.01208,80.20724,Heavy Rain,24.1,88.8,29.7,0.8,28.4,98,5.0,0,Highway,0,0,1,99.0,1
2023-07-26,2,Early Morning,Adyar,12.99059,80.25908,Drizzle,30.9,66.2,13.3,4.3,1.5,25,51.6,0,Arterial,1,1,0,47.8,0
2024-04-22,20,Evening Peak,OMR IT Corridor,12.93028,80.22405,Light Rain,33.0,69.5,18.1,3.5,6.7,90,14.8,0,Coastal,0,0,0,68.1,1
2024-07-08,4,Early Morning,Tambaram,12.92633,80.13121,Thunderstorm,25.7,79.4,7.8,1.3,46.9,39,52.1,0,Coastal,1,0,1,96.2,0
2022-11-26,18,Evening Peak,Tambaram,12.91254,80.13334,Clear,26.4,68.3,2.4,6.6,0.0,91,5.0,1,Industrial,1,0,0,75.8,0
2023-02-11,6,Night,Manali,13.16796,80.25701,Clear,30.5,66.4,5.1,14.4,0.0,37,43.7,1,Urban,1,0,0,34.2,0
2024-08-14,17,Evening Peak,Pallavaram,12.96692,80.15939,Heavy Rain,27.3,91.5,9.9,0.5,35.5,100,5.4,0,Highway,0,0,1,99.0,1
2023-03-25,13,Afternoon,GST Road,12.96918,80.19867,Clear,26.6,61.4,19.6,14.8,0.0,66,30.2,1,Coastal,0,0,0,50.6,0
2022-06-02,21,Night,Poonamallee,13.0476,80.15924,Light Rain,31.1,93.6,17.6,3.1,1.4,15,65.9,0,Urban,0,1,0,25.0,0
2023-08-26,16,Night,Anna Salai,13.06527,80.25471,Clear,26.5,52.1,5.7,6.9,0.0,65,23.3,1,Urban,1,0,0,65.2,0
2022-10-18,14,Afternoon,Tambaram,12.92633,80.11717,Clear,37.6,50.1,5.4,12.0,0.0,75,18.6,0,Highway,1,0,0,48.2,0
2024-10-03,18,Evening Peak,Poonamallee,13.04659,80.15347,Clear,29.3,74.2,5.1,6.9,0.0,41,52.2,0,Industrial,0,0,0,45.6,0
2024-06-15,7,Night,Ambattur,13.11579,80.15705,Thunderstorm,31.4,78.9,31.3,1.3,55.0,68,34.5,1,Industrial,0,0,1,99.0,1
2022-03-01,10,Morning Peak,GST Road,12.9723,80.20023,Clear,27.8,66.1,11.8,10.0,0.0,100,5.0,0,Flyover,0,0,0,56.8,0
2022-09-01,14,Afternoon,Manali,13.16738,80.25871,Clear,24.5,73.1,6.2,9.6,0.0,55,29.6,0,Coastal,1,0,0,56.9,0
2022-02-01,11,Afternoon,Ambattur,13.12614,80.15291,Heavy Rain,29.0,82.0,14.8,1.3,12.5,68,23.6,0,Arterial,0,0,1,80.8,1
2023-11-18,17,Evening Peak,Manali,13.16942,80.25434,Clear,26.4,57.1,4.7,12.2,0.0,84,7.2,1,Highway,1,0,0,55.6,0
2022-12-23,2,Early Morning,ECR,12.90783,80.24133,Light Rain,28.2,79.5,11.6,4.3,9.7,7,90.0,0,Flyover,0,0,0,21.8,0
2023-08-15,17,Evening Peak,Porur,13.0302,80.15691,Heavy Rain,20.5,61.3,14.9,0.7,36.8,100,5.0,0,Highway,1,0,1,99.0,1
2024-06-06,23,Early Morning,ECR,12.8971,80.26114,Clear,32.3,53.9,12.9,8.3,0.0,9,76.4,0,Flyover,1,0,0,21.5,0
2022-05-16,20,Evening Peak,Kathipara,13.01593,80.20921,Clear,31.2,61.4,10.2,10.1,0.0,100,5.0,0,Highway,1,0,0,79.0,1
2023-01-02,7,Night,Pallavaram,12.97094,80.14768,Clear,24.3,74.2,5.4,10.0,0.0,29,53.6,0,Industrial,0,0,0,33.8,0
2022-06-09,19,Evening Peak,Kathipara,13.00635,80.20991,Clear,28.5,58.8,13.0,12.0,0.0,100,5.0,0,Coastal,0,0,0,62.3,0
2024-06-12,16,Night,Manali,13.16828,80.25361,Clear,29.3,62.3,10.9,7.4,0.0,42,51.2,0,Flyover,0,0,0,39.1,0
2023-10-14,21,Night,Poonamallee,13.0549,80.15288,Heavy Rain,25.7,87.7,16.1,1.5,30.5,36,48.3,1,Flyover,0,0,1,82.6,1
2024-03-10,12,Afternoon,Tambaram,12.93282,80.12756,Clear,27.3,48.7,7.0,12.2,0.0,61,38.0,1,Industrial,0,0,0,41.9,0
2024-02-07,8,Morning Peak,Adyar,13.00342,80.26147,Clear,27.7,58.8,9.1,10.7,0.0,81,16.1,0,Arterial,0,0,0,50.6,0
2023-08-26,5,Night,T Nagar,13.03321,80.23528,Light Rain,27.6,87.6,16.9,5.8,7.2,72,21.3,1,Arterial,1,0,0,76.7,0
2022-07-31,10,Morning Peak,Velachery,13.00328,80.21563,Heavy Rain,22.2,71.5,21.0,0.6,30.4,100,5.0,1,Urban,1,1,1,99.0,1
2023-12-05,12,Afternoon,OMR IT Corridor,12.92403,80.22794,Clear,30.0,65.8,8.2,7.5,0.0,71,23.0,0,Industrial,1,0,0,68.1,1
2024-10-30,3,Early Morning,Poonamallee,13.04052,80.15868,Clear,27.3,45.8,13.6,9.3,0.0,19,69.1,0,Industrial,0,0,0,16.9,0
2023-10-27,0,Early Morning,ECR,12.88753,80.24949,Light Rain,29.0,66.8,13.3,4.0,7.1,3,72.7,0,Highway,1,1,0,32.5,0
2022-06-02,3,Early Morning,Pallavaram,12.96541,80.14578,Fog,26.1,61.6,11.4,0.6,0.0,22,58.8,0,Flyover,0,0,0,41.0,0
2022-03-19,2,Early Morning,Porur,13.03249,80.15463,Clear,30.1,48.2,16.9,9.6,0.0,20,65.7,1,Arterial,0,0,0,28.8,0
